Indicador;Nível Territorial;Abertura Territorial;Variável de abertura 1;Categoria de abertura 1;Variável de abertura 2;Categoria de abertura 2;Maio;Junho;Situação Maio para Junho;Julho;Situação Junho para Julho;Agosto;Situação Julho para Agosto;Setembro;Situação Agosto para Setembro;Outubro;Situação Setembro para Outubro;Novembro;Situação Outubro para Novembro
Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;Total ;Local de Atendimento;Estabelecimentos privados de saúde ou ligado às forças armadas ;20,5;14,4;-;12,8;-;12,7;-;11,6;-;18,5;-;16,8;-
Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;Total ;Local de Atendimento;Pronto socorro ou hospital privado ou ligado às forças armadas ;11,5;7,5;-;7,3;-;9,4;-;6,4;-;11,7;-;12,9;-
Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;Total ;Local de Atendimento;Hospital privado ou ligado às forças armadas ;9,3;6,0;-;4,5;-;6,5;-;3,8;-;9,6;-;10,3;-
Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;Total ;Local de Atendimento;Hospital público, privado ou ligado às forças armadas ;27,0;24,2;-;22,0;-;27,9;-;25,5;-;27,8;-;26,7;-
Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;0 a 59 anos ;Local de Atendimento;Estabelecimento público de saúde ;80,2;86,5;-;88,8;-;85,9;-;87,9;-;80,3;-;85,6;-
Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;0 a 59 anos ;Local de Atendimento;Posto de saúde/Unidade básica de saúde /Equipe de Saúde da Família ;54,4;60,5;-;63,7;-;57,8;-;58,9;-;51,6;-;61,7;-
Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;0 a 59 anos ;Local de Atendimento;Pronto socorro do SUS/UPA ;19,8;18,0;-;18,9;-;18,2;-;20,4;-;32,2;-;26,6;-
Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;0 a 59 anos ;Local de Atendimento;Hospital do SUS ;17,5;18,4;-;16,9;-;21,8;-;23,3;-;19,2;-;17,6;-
Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;0 a 59 anos ;Local de Atendimento;Pronto socorro ou hospital do SUS ;34,6;34,2;-;33,5;-;37,3;-;40,6;-;43,3;-;38,2;-
Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;0 a 59 anos ;Local de Atendimento;Estabelecimentos privados de saúde ou ligado às forças armadas ;20,5;14,4;-;12,1;-;10,9;-;10,8;-;18,4;-;16,4;-
Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;0 a 59 anos ;Local de Atendimento;Pronto socorro ou hospital privado ou ligado às forças armadas ;11,1;7,3;-;7,1;-;8,1;-;5,9;-;11,9;-;12,9;-
Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;0 a 59 anos ;Local de Atendimento;Hospital privado ou ligado às forças armadas ;9,1;5,9;-;4,1;-;5,6;-;4,1;-;9,5;-;10,4;-
Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;0 a 59 anos ;Local de Atendimento;Hospital público, privado ou ligado às forças armadas ;26,5;23,8;-;20,9;-;26,5;-;26,6;-;28,7;-;27,5;-
Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;60 anos ou mais ;Local de Atendimento;Estabelecimento público de saúde ;79,9;87,3;-;79,9;-;74,7;-;88,7;-;85,7;-;82,5;-
Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;60 anos ou mais ;Local de Atendimento;Posto de saúde/Unidade básica de saúde /Equipe de Saúde da Família ;55,6;65,4;-;38,8;-;48,4;-;57,0;-;60,1;-;58,0;-
Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;60 anos ou mais ;Local de Atendimento;Pronto socorro do SUS/UPA ;23,9;21,1;-;28,7;-;12,2;-;18,2;-;36,1;-;29,6;-
Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;60 anos ou mais ;Local de Atendimento;Hospital do SUS ;21,1;20,4;-;24,0;-;26,1;-;16,5;-;10,4;-;13,0;-
Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;60 anos ou mais ;Local de Atendimento;Pronto socorro ou hospital do SUS ;39,7;35,1;-;48,3;-;35,4;-;34,6;-;41,9;-;32,8;-
Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;60 anos ou mais ;Local de Atendimento;Estabelecimentos privados de saúde ou ligado às forças armadas ;20,3;14,4;-;19,0;-;31,9;-;17,0;-;19,2;-;20,4;-
Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;60 anos ou mais ;Local de Atendimento;Pronto socorro ou hospital privado ou ligado às forças armadas ;15,3;9,1;-;8,8;-;22,9;-;9,7;-;10,0;-;13,2;-
Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;60 anos ou mais ;Local de Atendimento;Hospital privado ou ligado às forças armadas ;11,3;7,0;-;8,8;-;17,0;-;1,2;-;9,9;-;9,8;-
Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;60 anos ou mais ;Local de Atendimento;Hospital público, privado ou ligado às forças armadas ;32,3;27,4;-;32,8;-;43,1;-;17,7;-;20,3;-;20,2;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Sexo;Total;Local de Atendimento;Estabelecimento público de saúde ;3,0;2,2;-;2,1;-;4,2;-;2,7;-;4,0;-;4,1;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Sexo;Total;Local de Atendimento;Posto de saúde/Unidade básica de saúde /Equipe de Saúde da Família ;4,9;4,6;-;5,1;-;6,4;-;6,9;-;7,3;-;6,4;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Sexo;Total;Local de Atendimento;Pronto socorro do SUS/UPA ;9,4;10,0;-;13,0;-;14,3;-;13,9;-;10,7;-;12,0;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Sexo;Total;Local de Atendimento;Hospital do SUS ;10,0;9,9;-;12,4;-;12,3;-;16,1;-;16,2;-;16,1;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Sexo;Total;Local de Atendimento;Pronto socorro ou hospital do SUS ;6,6;7,2;-;8,4;-;8,8;-;10,3;-;8,7;-;9,3;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Sexo;Total;Local de Atendimento;Estabelecimentos privados de saúde ou ligado às forças armadas ;11,9;13,7;-;15,2;-;15,9;-;20,3;-;17,9;-;21,6;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Sexo;Total;Local de Atendimento;Pronto socorro ou hospital privado ou ligado às forças armadas ;15,2;18,7;-;20,4;-;18,9;-;20,3;-;26,3;-;27,4;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Sexo;Total;Local de Atendimento;Hospital privado ou ligado às forças armadas ;17,9;21,4;-;24,6;-;23,0;-;24,4;-;31,4;-;32,9;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Sexo;Total;Local de Atendimento;Hospital público, privado ou ligado às forças armadas ;9,0;8,9;-;10,8;-;10,6;-;14,4;-;13,5;-;14,2;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Sexo;Homem;Local de Atendimento;Estabelecimento público de saúde ;3,8;3,4;-;2,9;-;3,6;-;3,2;-;5,5;-;7,9;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Sexo;Homem;Local de Atendimento;Posto de saúde/Unidade básica de saúde /Equipe de Saúde da Família ;6,8;6,2;-;7,2;-;7,5;-;9,0;-;10,5;-;10,3;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Sexo;Homem;Local de Atendimento;Pronto socorro do SUS/UPA ;12,0;12,3;-;19,0;-;15,5;-;21,1;-;13,9;-;16,2;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Sexo;Homem;Local de Atendimento;Hospital do SUS ;12,6;12,7;-;18,0;-;14,5;-;23,5;-;19,0;-;22,5;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Sexo;Homem;Local de Atendimento;Pronto socorro ou hospital do SUS ;8,4;8,9;-;11,4;-;9,7;-;16,9;-;11,4;-;13,8;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Sexo;Homem;Local de Atendimento;Estabelecimentos privados de saúde ou ligado às forças armadas ;13,4;18,4;-;20,6;-;20,1;-;25,3;-;24,5;-;34,0;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Sexo;Homem;Local de Atendimento;Pronto socorro ou hospital privado ou ligado às forças armadas ;18,3;23,1;-;31,1;-;26,4;-;30,3;-;34,5;-;45,3;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Sexo;Homem;Local de Atendimento;Hospital privado ou ligado às forças armadas ;21,6;25,5;-;37,9;-;32,5;-;37,9;-;39,5;-;55,0;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Sexo;Homem;Local de Atendimento;Hospital público, privado ou ligado às forças armadas ;10,0;10,9;-;16,1;-;13,0;-;21,3;-;16,3;-;22,8;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Sexo;Mulher;Local de Atendimento;Estabelecimento público de saúde ;3,0;2,2;-;2,5;-;5,4;-;3,5;-;4,5;-;3,4;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Sexo;Mulher;Local de Atendimento;Posto de saúde/Unidade básica de saúde /Equipe de Saúde da Família ;4,7;4,7;-;5,4;-;7,8;-;7,1;-;7,5;-;6,5;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Sexo;Mulher;Local de Atendimento;Pronto socorro do SUS/UPA ;10,1;11,9;-;14,2;-;20,6;-;15,4;-;12,6;-;15,1;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Sexo;Mulher;Local de Atendimento;Hospital do SUS ;11,9;12,0;-;13,0;-;15,0;-;15,9;-;19,3;-;18,3;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Sexo;Mulher;Local de Atendimento;Pronto socorro ou hospital do SUS ;7,2;8,6;-;9,3;-;11,6;-;9,1;-;10,3;-;11,1;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Sexo;Mulher;Local de Atendimento;Estabelecimentos privados de saúde ou ligado às forças armadas ;13,1;15,4;-;17,8;-;19,6;-;24,9;-;19,6;-;20,8;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Sexo;Mulher;Local de Atendimento;Pronto socorro ou hospital privado ou ligado às forças armadas ;15,4;22,7;-;23,3;-;22,6;-;27,4;-;28,2;-;24,7;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Sexo;Mulher;Local de Atendimento;Hospital privado ou ligado às forças armadas ;17,5;26,5;-;25,2;-;26,8;-;31,9;-;34,4;-;29,9;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Sexo;Mulher;Local de Atendimento;Hospital público, privado ou ligado às forças armadas ;10,4;10,7;-;11,1;-;12,8;-;14,0;-;15,5;-;14,9;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Cor ou Raça;Total4;Local de Atendimento;Estabelecimento público de saúde ;3,0;2,2;-;2,1;-;4,2;-;2,7;-;4,0;-;4,1;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Cor ou Raça;Total4;Local de Atendimento;Posto de saúde/Unidade básica de saúde /Equipe de Saúde da Família ;4,9;4,6;-;5,1;-;6,4;-;6,9;-;7,3;-;6,4;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Cor ou Raça;Total4;Local de Atendimento;Pronto socorro do SUS/UPA ;9,4;10,0;-;13,0;-;14,3;-;13,9;-;10,7;-;12,0;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Cor ou Raça;Total4;Local de Atendimento;Hospital do SUS ;10,0;9,9;-;12,4;-;12,3;-;16,1;-;16,2;-;16,1;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Cor ou Raça;Total4;Local de Atendimento;Pronto socorro ou hospital do SUS ;6,6;7,2;-;8,4;-;8,8;-;10,3;-;8,7;-;9,3;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Cor ou Raça;Total4;Local de Atendimento;Estabelecimentos privados de saúde ou ligado às forças armadas ;11,9;13,7;-;15,2;-;15,9;-;20,3;-;17,9;-;21,6;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Cor ou Raça;Total4;Local de Atendimento;Pronto socorro ou hospital privado ou ligado às forças armadas ;15,2;18,7;-;20,4;-;18,9;-;20,3;-;26,3;-;27,4;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Cor ou Raça;Total4;Local de Atendimento;Hospital privado ou ligado às forças armadas ;17,9;21,4;-;24,6;-;23,0;-;24,4;-;31,4;-;32,9;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Cor ou Raça;Total4;Local de Atendimento;Hospital público, privado ou ligado às forças armadas ;9,0;8,9;-;10,8;-;10,6;-;14,4;-;13,5;-;14,2;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Cor ou Raça;Branca;Local de Atendimento;Estabelecimento público de saúde ;6,2;5,3;-;6,3;-;10,6;-;8,2;-;7,2;-;15,5;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Cor ou Raça;Branca;Local de Atendimento;Posto de saúde/Unidade básica de saúde /Equipe de Saúde da Família ;11,5;10,1;-;12,9;-;12,8;-;11,9;-;13,4;-;19,5;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Cor ou Raça;Branca;Local de Atendimento;Pronto socorro do SUS/UPA ;18,2;19,0;-;27,4;-;28,8;-;24,1;-;22,8;-;31,6;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Cor ou Raça;Branca;Local de Atendimento;Hospital do SUS ;23,8;18,2;-;23,3;-;25,1;-;22,8;-;25,1;-;38,7;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Cor ou Raça;Branca;Local de Atendimento;Pronto socorro ou hospital do SUS ;14,9;12,5;-;15,8;-;19,4;-;15,8;-;16,4;-;25,6;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Cor ou Raça;Branca;Local de Atendimento;Estabelecimentos privados de saúde ou ligado às forças armadas ;17,0;20,3;-;20,9;-;28,1;-;22,1;-;21,5;-;33,5;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Cor ou Raça;Branca;Local de Atendimento;Pronto socorro ou hospital privado ou ligado às forças armadas ;21,9;29,5;-;27,6;-;30,3;-;27,3;-;32,9;-;41,6;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Cor ou Raça;Branca;Local de Atendimento;Hospital privado ou ligado às forças armadas ;27,6;33,3;-;31,2;-;40,0;-;34,9;-;36,9;-;52,0;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Cor ou Raça;Branca;Local de Atendimento;Hospital público, privado ou ligado às forças armadas ;16,9;14,5;-;17,7;-;21,3;-;19,2;-;19,0;-;29,3;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Cor ou Raça;Preta ou parda;Local de Atendimento;Estabelecimento público de saúde ;3,2;2,4;-;1,9;-;3,2;-;2,4;-;4,5;-;2,4;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Cor ou Raça;Preta ou parda;Local de Atendimento;Posto de saúde/Unidade básica de saúde /Equipe de Saúde da Família ;5,1;4,7;-;5,0;-;6,3;-;7,3;-;8,1;-;5,7;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Cor ou Raça;Preta ou parda;Local de Atendimento;Pronto socorro do SUS/UPA ;9,8;10,9;-;13,2;-;15,1;-;16,1;-;11,4;-;12,7;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Cor ou Raça;Preta ou parda;Local de Atendimento;Hospital do SUS ;10,5;10,9;-;13,8;-;13,1;-;19,3;-;18,6;-;16,8;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Cor ou Raça;Preta ou parda;Local de Atendimento;Pronto socorro ou hospital do SUS ;6,8;8,0;-;9,2;-;9,0;-;12,3;-;9,5;-;9,5;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Cor ou Raça;Preta ou parda;Local de Atendimento;Estabelecimentos privados de saúde ou ligado às forças armadas ;13,1;16,9;-;17,1;-;18,2;-;28,0;-;23,4;-;19,7;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Cor ou Raça;Preta ou parda;Local de Atendimento;Pronto socorro ou hospital privado ou ligado às forças armadas ;15,7;22,8;-;24,6;-;22,7;-;27,8;-;31,1;-;25,6;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Cor ou Raça;Preta ou parda;Local de Atendimento;Hospital privado ou ligado às forças armadas ;17,9;26,9;-;34,4;-;26,8;-;32,7;-;37,3;-;31,1;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Cor ou Raça;Preta ou parda;Local de Atendimento;Hospital público, privado ou ligado às forças armadas ;9,2;10,1;-;12,4;-;11,5;-;17,6;-;15,8;-;13,8;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;Total ;Local de Atendimento;Estabelecimento público de saúde ;3,0;2,2;-;2,1;-;4,2;-;2,7;-;4,0;-;4,1;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;Total ;Local de Atendimento;Posto de saúde/Unidade básica de saúde /Equipe de Saúde da Família ;4,9;4,6;-;5,1;-;6,4;-;6,9;-;7,3;-;6,4;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;Total ;Local de Atendimento;Pronto socorro do SUS/UPA ;9,4;10,0;-;13,0;-;14,3;-;13,9;-;10,7;-;12,0;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;Total ;Local de Atendimento;Hospital do SUS ;10,0;9,9;-;12,4;-;12,3;-;16,1;-;16,2;-;16,1;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;Total ;Local de Atendimento;Pronto socorro ou hospital do SUS ;6,6;7,2;-;8,4;-;8,8;-;10,3;-;8,7;-;9,3;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;Total ;Local de Atendimento;Estabelecimentos privados de saúde ou ligado às forças armadas ;11,9;13,7;-;15,2;-;15,9;-;20,3;-;17,9;-;21,6;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;Total ;Local de Atendimento;Pronto socorro ou hospital privado ou ligado às forças armadas ;15,2;18,7;-;20,4;-;18,9;-;20,3;-;26,3;-;27,4;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;Total ;Local de Atendimento;Hospital privado ou ligado às forças armadas ;17,9;21,4;-;24,6;-;23,0;-;24,4;-;31,4;-;32,9;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;Total ;Local de Atendimento;Hospital público, privado ou ligado às forças armadas ;9,0;8,9;-;10,8;-;10,6;-;14,4;-;13,5;-;14,2;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;0 a 59 anos ;Local de Atendimento;Estabelecimento público de saúde ;3,2;2,4;-;2,1;-;4,5;-;3,0;-;4,3;-;4,6;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;0 a 59 anos ;Local de Atendimento;Posto de saúde/Unidade básica de saúde /Equipe de Saúde da Família ;5,3;5,0;-;5,2;-;6,7;-;7,6;-;8,0;-;7,0;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;0 a 59 anos ;Local de Atendimento;Pronto socorro do SUS/UPA ;10,2;10,9;-;14,6;-;14,9;-;15,0;-;11,7;-;12,8;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;0 a 59 anos ;Local de Atendimento;Hospital do SUS ;10,9;10,8;-;13,6;-;13,2;-;17,4;-;17,0;-;16,3;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;0 a 59 anos ;Local de Atendimento;Pronto socorro ou hospital do SUS ;7,2;7,9;-;9,4;-;9,3;-;11,3;-;9,2;-;9,7;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;0 a 59 anos ;Local de Atendimento;Estabelecimentos privados de saúde ou ligado às forças armadas ;12,5;14,9;-;15,9;-;17,7;-;23,5;-;18,9;-;24,4;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;0 a 59 anos ;Local de Atendimento;Pronto socorro ou hospital privado ou ligado às forças armadas ;16,9;20,7;-;22,1;-;20,9;-;22,8;-;27,2;-;30,3;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;0 a 59 anos ;Local de Atendimento;Hospital privado ou ligado às forças armadas ;19,7;23,9;-;28,2;-;25,2;-;25,2;-;33,0;-;36,1;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;0 a 59 anos ;Local de Atendimento;Hospital público, privado ou ligado às forças armadas ;9,9;9,8;-;11,9;-;11,6;-;15,4;-;14,1;-;14,9;-
CV - Percentual de pessoas que procuraram estabelecimento de saúde entre aquelas que apresentaram algum dos sintomas (%);Grande Região;Norte;Grupos de Idade 2;60 anos ou mais ;Local de Atendimento;Estabelecimento público de saúde ;4,9;3,6;-;7,6;-;9,4;-;4,5;-;6,3;-;6,9;-
